,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,20,7,1406,1,0,0,2024-02-22 14:57:04
1,17,2,1407,1,0,0,2024-02-22 14:57:04
2,12,15,1408,2,0,0,2024-02-22 14:57:04
3,13,14,1409,2,0,0,2024-02-22 14:57:04
4,3,16,1410,0,0,0,2024-02-22 14:57:04
5,12,7,1411,2,0,0,2024-02-22 14:57:04
6,21,3,1412,1,0,0,2024-02-22 14:57:04
7,10,14,1413,2,0,0,2024-02-22 14:57:04
8,12,11,1414,2,0,0,2024-02-22 14:57:04
9,6,17,1415,0,0,0,2024-02-22 14:57:04
10,7,20,1416,0,0,0,2024-02-22 14:57:04
11,11,12,1417,2,0,0,2024-02-22 14:57:04
12,20,7,1418,1,0,0,2024-02-22 14:57:04
13,4,15,1419,0,0,0,2024-02-22 14:57:04
14,15,4,1420,1,0,0,2024-02-22 14:57:04
15,2,21,1421,0,0,0,2024-02-22 14:57:04
16,9,15,1422,2,0,0,2024-02-22 14:57:04
17,21,7,1423,1,0,0,2024-02-22 14:57:04
18,18,9,1424,2,0,0,2024-02-22 14:57:04
19,0,0,1425,3,1,0,2024-02-22 14:57:04
20,12,12,1426,2,0,0,2024-02-22 14:57:04
21,12,6,1427,2,0,0,2024-02-22 14:57:04
22,6,18,1428,0,0,0,2024-02-22 14:57:04
23,5,19,1429,0,0,0,2024-02-22 14:57:04
24,17,10,1430,2,0,0,2024-02-22 14:57:04
25,14,13,1431,2,0,0,2024-02-22 14:57:04
26,17,1,1432,1,0,0,2024-02-22 14:57:04
27,14,9,1433,2,0,0,2024-02-22 14:57:04
28,22,5,1434,1,0,0,2024-02-22 14:57:04
29,10,17,1435,2,0,0,2024-02-22 14:57:04
30,9,9,1436,2,0,0,2024-02-22 14:57:04
31,23,0,1437,1,0,0,2024-02-22 14:57:04
32,15,9,1438,2,0,0,2024-02-22 14:57:04
33,17,7,1439,1,0,0,2024-02-22 14:57:04
34,8,16,1440,2,0,0,2024-02-22 14:57:04
35,6,18,1441,0,0,0,2024-02-22 14:57:04
36,5,22,1442,0,0,0,2024-02-22 14:57:04
37,2,29,1443,0,0,0,2024-02-22 14:57:04
38,6,11,1444,2,0,0,2024-02-22 14:57:04
39,9,10,1445,2,0,0,2024-02-22 14:57:04
40,16,11,1446,2,0,0,2024-02-22 14:57:04
41,0,18,1447,0,0,0,2024-02-22 14:57:04
42,11,8,1448,2,0,0,2024-02-22 14:57:04
43,1,18,1449,0,0,0,2024-02-22 14:57:04
44,20,7,1450,1,0,0,2024-02-22 14:57:04
45,20,4,1451,1,0,0,2024-02-22 14:57:04
46,13,10,1452,2,0,0,2024-02-22 14:57:04
47,24,3,1453,1,0,0,2024-02-22 14:57:04
48,15,9,1454,2,0,0,2024-02-22 14:57:04
49,24,3,1455,1,0,0,2024-02-22 14:57:04
50,9,6,1456,2,0,0,2024-02-22 14:57:04
51,23,1,1457,1,0,0,2024-02-22 14:57:04
52,5,14,1458,0,0,0,2024-02-22 14:57:04
53,6,18,1459,0,0,0,2024-02-22 14:57:04
54,8,15,1460,2,0,0,2024-02-22 14:57:04
55,10,13,1461,2,0,0,2024-02-22 14:57:04
56,11,16,1462,2,0,0,2024-02-22 14:57:04
57,6,13,1463,0,0,0,2024-02-22 14:57:04
58,22,1,1464,1,0,0,2024-02-22 14:57:04
59,24,3,1465,1,0,0,2024-02-22 14:57:04
60,7,20,1466,0,0,0,2024-02-22 14:57:04
61,7,16,1467,0,0,0,2024-02-22 14:57:04
62,7,17,1468,0,0,0,2024-02-22 14:57:04
63,10,13,1469,2,0,0,2024-02-22 14:57:04
64,12,7,1470,2,0,0,2024-02-22 14:57:04
65,17,10,1471,2,0,0,2024-02-22 14:57:04
66,16,11,1472,2,0,0,2024-02-22 14:57:04
67,3,20,1473,0,0,0,2024-02-22 14:57:04
68,7,16,1474,0,0,0,2024-02-22 14:57:04
69,1,22,1475,0,0,0,2024-02-22 14:57:04
70,12,15,1476,2,0,0,2024-02-22 14:57:04
71,13,14,1477,2,0,0,2024-02-22 14:57:04
72,11,13,1478,2,0,0,2024-02-22 14:57:04
73,5,13,1479,0,0,0,2024-02-22 14:57:04
74,12,11,1480,2,0,0,2024-02-22 14:57:04
75,12,15,1481,2,0,0,2024-02-22 14:57:04
76,8,16,1484,2,0,0,2024-02-22 14:57:04
77,0,23,1485,0,0,0,2024-02-22 14:57:04
78,15,8,1486,2,0,0,2024-02-22 14:57:04
79,12,11,1487,2,0,0,2024-02-22 14:57:04
80,8,19,1488,0,0,0,2024-02-22 14:57:04
81,19,5,1489,1,0,0,2024-02-22 14:57:04
82,19,4,1490,1,0,0,2024-02-22 14:57:04
83,16,7,1491,2,0,0,2024-02-22 14:57:04
84,2,21,1492,0,0,0,2024-02-22 14:57:04
85,23,4,1493,1,0,0,2024-02-22 14:57:04
86,15,8,1494,2,0,0,2024-02-22 14:57:04
87,7,16,1495,0,0,0,2024-02-22 14:57:04
88,8,15,1496,2,0,0,2024-02-22 14:57:04
89,18,5,1497,1,0,0,2024-02-22 14:57:04
90,21,2,1498,1,0,0,2024-02-22 14:57:04
91,17,10,1499,2,0,0,2024-02-22 14:57:04
92,19,8,1500,1,0,0,2024-02-22 14:57:04
93,8,16,1501,2,0,0,2024-02-22 14:57:04
94,10,13,1502,2,0,0,2024-02-22 14:57:04
95,14,13,1503,2,0,0,2024-02-22 14:57:04
96,11,13,1504,2,0,0,2024-02-22 14:57:04
97,18,5,1505,1,0,0,2024-02-22 14:57:04
98,15,8,1506,2,0,0,2024-02-22 14:57:04
99,13,10,1507,2,0,0,2024-02-22 14:57:04
100,13,10,1508,2,0,0,2024-02-22 14:57:04
101,12,7,1510,2,0,0,2024-02-22 14:57:04
102,15,8,1511,2,0,0,2024-02-22 14:57:04
103,4,23,1512,0,0,0,2024-02-22 14:57:04
104,15,8,1513,2,0,0,2024-02-22 14:57:04
105,10,13,1514,2,0,0,2024-02-22 14:57:04
106,21,2,1515,1,0,0,2024-02-22 14:57:04
107,20,3,1516,1,0,0,2024-02-22 14:57:04
108,18,5,1517,1,0,0,2024-02-22 14:57:04
109,6,18,1518,0,0,0,2024-02-22 14:57:04
110,20,3,1519,1,0,0,2024-02-22 14:57:04
111,6,17,1520,0,0,0,2024-02-22 14:57:04
112,6,12,1521,2,0,0,2024-02-22 14:57:04
113,14,4,1522,1,0,0,2024-02-22 14:57:04
114,13,10,1523,2,0,0,2024-02-22 14:57:04
115,20,3,1524,1,0,0,2024-02-22 14:57:04
116,11,12,1525,2,0,0,2024-02-22 14:57:04
117,12,15,1526,2,0,0,2024-02-22 14:57:04
118,7,20,1527,0,0,0,2024-02-22 14:57:04
119,20,3,1528,1,0,0,2024-02-22 14:57:04
120,14,13,1529,2,0,0,2024-02-22 14:57:04
121,11,16,1531,2,0,0,2024-02-22 14:57:04
122,12,15,1532,2,0,0,2024-02-22 14:57:04
123,4,23,1533,0,0,0,2024-02-22 14:57:04
124,17,10,1534,2,0,0,2024-02-22 14:57:04
125,9,18,1535,2,0,0,2024-02-22 14:57:04
126,0,23,1536,0,0,0,2024-02-22 14:57:04
127,14,9,1537,2,0,0,2024-02-22 14:57:04
128,16,11,1538,2,0,0,2024-02-22 14:57:04
129,1,23,1539,0,0,0,2024-02-22 14:57:04
130,3,20,1540,0,0,0,2024-02-22 14:57:04
131,13,10,1541,2,0,0,2024-02-22 14:57:04
132,20,3,1542,1,0,0,2024-02-22 14:57:04
133,5,19,1543,0,0,0,2024-02-22 14:57:04
134,19,4,1544,1,0,0,2024-02-22 14:57:04
135,18,6,1545,1,0,0,2024-02-22 14:57:04
136,27,0,1546,1,0,0,2024-02-22 14:57:04
137,12,0,1547,1,0,0,2024-02-22 14:57:04
138,22,1,1548,1,0,0,2024-02-22 14:57:04
139,4,19,1549,0,0,0,2024-02-22 14:57:04
140,24,2,1550,1,0,0,2024-02-22 14:57:04
141,6,17,1551,0,0,0,2024-02-22 14:57:04
142,4,15,1552,0,0,0,2024-02-22 14:57:04
143,4,19,1553,0,0,0,2024-02-22 14:57:04
144,3,20,1554,0,0,0,2024-02-22 14:57:04
145,5,18,1555,0,0,0,2024-02-22 14:57:04
146,15,12,1557,2,0,0,2024-02-22 14:57:04
147,8,15,1558,2,0,0,2024-02-22 14:57:04
148,15,8,1559,2,0,0,2024-02-22 14:57:04
149,3,21,1560,0,0,0,2024-02-22 14:57:04
150,5,18,1561,0,0,0,2024-02-22 14:57:04
151,15,9,1562,2,0,0,2024-02-22 14:57:04
152,15,8,1564,2,0,0,2024-02-22 14:57:04
153,9,14,1565,2,0,0,2024-02-22 14:57:04
154,3,21,1566,0,0,0,2024-02-22 14:57:04
155,11,13,2152,2,0,0,2024-02-22 14:57:04
156,6,12,2153,2,0,0,2024-02-22 14:57:04
157,5,19,2154,0,0,0,2024-02-22 14:57:04
158,14,10,2155,2,0,0,2024-02-22 14:57:04
159,10,14,2156,2,0,0,2024-02-22 14:57:04
160,0,24,2157,0,0,0,2024-02-22 14:57:04
